Product,Varientid,Product_Title,Description,Type,Vendor,Tags,Weight,SKU,Processing_time,Slug,Price,Compare_price,Cost,Quantity,Recommended_price,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Category,Variant Barcode
701,702,Domestic Violence Awareness Leather Cord Bracelet,"<p>This Domestic Violence awareness bracelet features a round silver charm with the words ""Domestic Violence Awareness"" around the outside of the circle and a purple ribbon in the middle on a trendy black leather cord bracelet with a lobster clasp. The bracelet is 8 inches and the sterling silver plated charm is 7/8 inch in diameter. </p>",Wholesale Merchandise Shop,vendor-unknown,"bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Purple, Domestic Violence, GiftOption_Yes, product-type_Bracelets, Purple Ribbon - Retail, walmart, Wholesale Merchan",0.045359237,RE-BC-P35-4DV,,domestic-violence-awareness-leather-cord-bracelet-1-bracelet-retail,2.25,,2.25,20,12.99,Title,Default Title,,,,,,8945091222110
702,703,AIDS Awareness Round Black Cord Bracelet,"<p>This AIDS awareness charm bracelet features a round silver charm with the words ""AIDS Awareness"" around the outside of the circle and a red ribbon in the middle on a trendy black leather cord bracelet with a lobster clasp. The bracelet is 8 inches and the sterling silver plated charm is 7/8 inch in diameter. </p>",Wholesale Merchandise Shop,vendor-unknown,"AIDS and HIV Awareness Bracelets, AIDS and HIV Awareness Ribbons, AIDS/HIV, bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_Yes, color_Red, GiftOption_Yes, product-type_Bracel",0.022679619,RE-BC-P35-6AI,,aids-awareness-round-black-cord-bracelet-1-bracelet-retail,2.25,,2.25,507,12.99,Title,Default Title,,,,,Red Ribbon,810003042552
703,704,Someone With Autism Loves Me Leather Cord Bracelets,"<p>These autism awareness charm bracelets feature silver heart charms with colored puzzle pieces and the words ""Someone With Autism Loves Me"" on a trendy black leather cord bracelet with a lobster clasp. The bracelets are 8 inches and the sterling silver plated charms are 1 inch by 1 inch.  </p>",Wholesale Merchandise Shop,vendor-unknown,"Autism - Wholesale, bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Multicolored, Generic, GiftOption_Yes, product-type_Bracelets, Wholesale Merchandise Shop, Wholes",0.008981129,RE-BC-P36-2,,someone-with-autism-loves-me-leather-cord-bracelets,2.25,,2.25,500,12.99,Package Quantity,1 Bracelet,,,,,Autism Ribbon,849228062373
704,705,Red Dress Leather Cord Bracelets,<p>These red dress heart awareness bracelets feature a red dress shaped charm with a tiny silver heart on the chest on trendy black leather cord bracelets with a lobster clasp. The bracelets are 8 inches long and the sterling silver plated charms are 1/2 inch by 1/2 inch. </p>,Wholesale Merchandise Shop,vendor-unknown,"bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Red, GiftOption_Yes, Heart - Wholesale, product-type_Bracelets, Red Dress, Wholesale Merchandise Shop, Wholesale Merc",0.008981129,RE-BC-P3S-HRT,,red-dress-leather-cord-bracelets,2.25,,2.25,500,12.99,Package Quantity,1 Bracelet,,,,,,849228092318
705,706,Autism Ribbon with Heart Leather Cord Bracelets,<p>These autism awareness charm bracelets feature multicolored autism ribbon charms with a red heart in the middle on a trendy black leather cord bracelet with a lobster clasp. The bracelets are 8 inches and the sterling silver plated charms are 1 inch by 1/2 inch.  </p>,Wholesale Merchandise Shop,vendor-unknown,"Autism - Wholesale, bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Multicolored, Generic, GiftOption_Yes, product-type_Bracelets, Wholesale Merchandise Shop, Wholes",0.008981129,RE-BC-P40-2,,autism-ribbon-with-heart-leather-cord-bracelets,2.25,,2.25,500,12.99,Package Quantity,1 Bracelet,,,,,Autism Ribbon,849228062380
706,707,Rainbow Heart Gay Pride Black Cord Bracelets,<p>These black cord rainbow ribbon bracelets feature a pretty rainbow heart charm on trendy black leather cord bracelets with a lobster clasp. The bracelets are 8 inches long and the sterling silver plated charms are 3/4 inch by 3/4 inch. </p>,Wholesale Merchandise Shop,vendor-unknown,"bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Rainbow, Generic, GiftOption_Yes, product-type_Bracelets, Rainbow - Wholesale, Wholesale Merchandise Shop, Wholesale ",0.008981129,RE-BC-RBP-03,,black-cord-rainbow-heart-gay-pride-bracelets,2.25,,2.25,500,12.99,Package Quantity,1 Bracelet,,,,,Gay Pride,849228087802
707,708,Rainbow Flag LGBTQ Leather Cord Bracelets,<p>These rainbow pride bracelets feature a rainbow flag charm on trendy black leather cord bracelets with a lobster clasp. The bracelets are 8 inches long and the sterling silver plated charms are 5/8 inch by 5/8 inch.  </p>,Wholesale Merchandise Shop,vendor-unknown,"bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Rainbow, Generic, GiftOption_Yes, product-type_Bracelets, Rainbow - Wholesale, Wholesale Merchandise Shop, Wholesale ",0.008981129,RE-BC-RBP-04,,rainbow-flag-lgbtq-leather-cord-bracelets,2.25,,2.25,500,12.99,Package Quantity,1 Bracelet,,,,,Gay Pride,8945091224237
708,709,Transgender Circle Charm Leather Cord Bracelets,"<p>These transgender pride bracelets feature a round pink, white and blue charm on trendy black leather cord bracelets with a lobster clasp. The bracelets are 8 inches long and the sterling silver plated charms are 3/4 inch in diameter.  </p>",Wholesale Merchandise Shop,vendor-unknown,"bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Pink-White-Blue, GiftOption_Yes, product-type_Bracelets, Rainbow - Wholesale, Transgender, Wholesale Merchandise Shop",0.008981129,RE-BC-RBP-06,,transgender-circle-charm-leather-cord-bracelets,2.25,,2.25,500,12.99,Package Quantity,1 Bracelet,,,,,Gay Pride,8945091224244
709,710,Black Cord Transgender Heart Charm Pride Bracelets,"<p>These black cord transgender heart bracelets feature a pretty pink, white and blue heart charm on trendy black leather cord bracelets with a lobster clasp. The bracelets are 8 inches long and the sterling silver plated charms are 3/4 inch by 3/4 inch.  </p>",Wholesale Merchandise Shop,vendor-unknown,"bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Pink-White-Blue, GiftOption_Yes, product-type_Bracelets, Rainbow - Wholesale, Transgender, Wholesale Merchandise Shop",0.008981129,RE-BC-RBP-07,,black-cord-transgender-heart-charm-pride-bracelets,2.25,,2.25,500,12.99,Package Quantity,1 Bracelet,,,,,Gay Pride,810003040596
710,711,Pansexual Heart Leather Cord Bracelets,<p>These,Wholesale Merchandise Shop,vendor-unknown,"bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Pink-Yellow-Blue, GiftOption_Yes, Pansexual, product-type_Bracelets, Rainbow - Wholesale, Wholesale Merchandise Shop,",0.008981129,RE-BC-RBP-07PS,,pansexual-heart-leather-cord-bracelets,2.25,,2.25,0,12.99,Package Quantity,1 Bracelet,,,,,Gay Pride,8945091239644
711,712,Black Cord Transgender Rectangle Flag Charm Bracelets,"<p>These black cord transgender pride bracelets feature a rectangular pink, white and blue charm on trendy black leather cord bracelets with a lobster clasp. The bracelets are 8 inches long and the sterling silver plated charms are 3/4 inch by 1/2 inch.  </p>",Wholesale Merchandise Shop,vendor-unknown,"bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_Yes, color_Pink-White-Blue, GiftOption_Yes, product-type_Bracelets, Rainbow - Wholesale, Transgender, Wholesale Merchandise Sho",0.008981129,RE-BC-RBP-08,,rectangle-transgender-charm-black-cord-bracelets,2.25,,2.25,500,12.99,Package Quantity,1 Bracelet,,,,,Gay Pride,810003040619
712,713,Transgender Flag Leather Cord Bracelets,"<p>These transgender pride bracelets feature a pink, white and blue flag charm on trendy black leather cord bracelets with a lobster clasp. The bracelets are 8 inches long and the sterling silver plated charms are 5/8 inch by 5/8 inch.  </p>",Wholesale Merchandise Shop,vendor-unknown,"bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Pink-White-Blue, GiftOption_Yes, product-type_Bracelets, Rainbow - Wholesale, Transgender, Wholesale Merchandise Shop",0.008981129,RE-BC-RBP-12,,transgender-flag-leather-cord-bracelets,2.25,,2.25,500,12.99,Package Quantity,1 Bracelet,,,,,Gay Pride,8945091224268
713,714,Triangle Transgender Leather Cord Bracelets,"<p>These transgender pride bracelets feature a triangle shaped pink, white and blue charm on trendy black leather cord bracelets with a lobster clasp. The bracelets are 8 inches long and the sterling silver plated charms are 3/4 inch by 3/4 inch.  </p>",Wholesale Merchandise Shop,vendor-unknown,"bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Pink-White-Blue, GiftOption_Yes, product-type_Bracelets, Rainbow - Wholesale, Transgender, Wholesale Merchandise Shop",0.008981129,RE-BC-RBP-13,,pack-of-12-triangle-transgender-leather-cord-bracelets-12-pride-bracelets,2.25,,2.25,500,12.99,Package Quantity,1 Bracelet,,,,,Gay Pride,8945091224282
714,715,Rectangle Bisexual Leather Cord Bracelets,"<p>These rectangle bisexual bracelets feature a rectangle shaped pink, lavender and blue striped charm on trendy black leather cord bracelets with a lobster clasp. The bracelets are 8 inches long and the sterling silver plated charms are 3/4 inch by 1/2 inch.  </p>",Wholesale Merchandise Shop,vendor-unknown,"Bisexual, bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Pink-Purple-Blue, GiftOption_Yes, product-type_Bracelets, Rainbow - Wholesale, Wholesale Merchandise Shop,",0.008981129,RE-BC-RBP-16,,pack-of-12-rectangle-bisexual-leather-cord-bracelets-12-pride-bracelets,2.25,,2.25,500,12.99,Package Quantity,1 Bracelet,,,,,Gay Pride,8945091224329
715,716,Bisexual Heart Leather Cord Bracelets,"<p>These bisexual heart bracelets feature a pretty pink, lavender and blue heart charm on trendy black leather cord bracelets with a lobster clasp. The bracelets are 8 inches long and the sterling silver plated charms are 3/4 inch by 3/4 inch. </p>",Wholesale Merchandise Shop,vendor-unknown,"Bisexual, bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Pink-Purple-Blue, GiftOption_Yes, product-type_Bracelets, Rainbow - Wholesale, Wholesale Merchandise Shop,",0.008981129,RE-BC-RBP-17,,bisexual-heart-leather-cord-bracelets,2.25,,2.25,499,12.99,Package Quantity,1 Bracelet,,,,,Gay Pride,8945091224343
716,717,Round Rainbow Leather Cord Bracelets,<p>These rainbow pride bracelets feature a round rainbow striped charm on trendy black leather cord bracelets with a lobster clasp. The bracelets are 8 inches long and the sterling silver plated charms are 3/4 inch in diameter.  </p>,Wholesale Merchandise Shop,vendor-unknown,"bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Rainbow, Generic, GiftOption_Yes, product-type_Bracelets, Rainbow - Wholesale, Wholesale Merchandise Shop, Wholesale ",0.008981129,RE-BC-RBP-18,,round-rainbow-leather-cord-bracelets,2.25,,2.25,500,12.99,Package Quantity,1 Bracelet,,,,,Gay Pride,8945091224374
717,718,LGBTQ Pride Rectangle Charm on Leather Cord Bracelets,<p>These,Wholesale Merchandise Shop,vendor-unknown,"bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Rainbow, Generic, GiftOption_Yes, product-type_Bracelets, Rainbow - Wholesale, shape_Rectangle, Wholesale Merchandise",0.008981129,RE-BC-RBP-22,,lgbtq-pride-rectangle-charm-on-leather-cord-bracelets,2.25,,2.25,0,12.99,Package Quantity,1 Bracelet,,,,,,849228037708
718,719,Rainbow LGBTQ Pride Rectangle Love Wins Leather Cord Bracelets,<p>These LGBTQ rectangular charm bracelets have a charm that,Wholesale Merchandise Shop,vendor-unknown,"bracelet-style_Charm, bracelet-style_Cord, Bracelets, clearance_No, color_Rainbow, Generic, GiftOption_Yes, product-type_Bracelets, Rainbow - Wholesale, Wholesale Merchandise Shop, Wholesale ",0.008981129,RE-BC-RBP-23,,rainbow-lgbtq-pride-rectangle-love-wins-leather-cord-bracelets,2.25,,2.25,0,12.99,Package Quantity,1 Bracelet,,,,,Gay Pride,849228014617
