Product,Varientid,Product_Title,Description,Type,Vendor,Tags,Weight,SKU,Processing_time,Slug,Price,Compare_price,Cost,Quantity,Recommended_price,"Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value",Category,"Variant Barcode"
204,201,"Adjustable Purple Ribbon Cord Bracelet","<p>This purple ribbon bracelet is an adjustable purple cord with a 3/4 inch silicone purple ribbon charm. The knotted continuous closure style bracelet adjusts from 6 inches to 12 inches creating a custom fit for most any size wrist. </p>","Wholesale Merchandise Shop",vendor-unknown,"bracelet-style_Bangle, bracelet-style_Charm, bracelet-style_Retractable, Bracelets, clearance_No, color_Purple, Generic, GiftOption_Yes, product-type_Bracelets, Purple Ribbon - Retail, Wholes",0.0226796185,RE-B-104-4,,adjustable-purple-ribbon-cord-bracelet-1-bracelet-retail,0.75,,0.75,999,4.99,Title,"Default Title",,,,,"Purple Ribbon",'849228080865
205,202,"Adjustable Red Ribbon Cord Bracelet","<p>This red ribbon bracelet is an adjustable red cord with a 3/4 inch silicone red ribbon charm. The knotted continuous closure style bracelet adjusts from 6 inches to 12 inches creating a custom fit for most any size wrist. </p>","Wholesale Merchandise Shop",vendor-unknown,"bracelet-style_Bangle, bracelet-style_Charm, bracelet-style_Retractable, Bracelets, clearance_Yes, color_Red, Generic, GiftOption_Yes, product-type_Bracelets, Red Ribbon - Retail, Wholesale M",0.0226796185,RE-B-104-6,,adjustable-red-ribbon-cord-bracelet-1-bracelet-retail,0.75,,0.75,262,4.99,Title,"Default Title",,,,,"Red Ribbon",'849228082586
206,203,"Retractable Silver Bangle Bracelet","<p>This retractable bangle bracelet is a 7 1/2 inch silver bracelet with pretty knot style accents that stretches or squeezes to make bigger or smaller. Add the charms of your choice to create custom awareness jewelry in support of any cause. This high quality bracelet is sterling silver plated.</p>","Wholesale Merchandise Shop",vendor-unknown,"Soap Dispenser,Automatic,Sensor,Liquid Dispenser,Infrared,Soap Dispenser,Automatic,Sensor,Liquid Dispenser,Infrared,bracelet-style_Bangle, bracelet-style_Retractable, Bracelets, clearance_No, color_Silver, Generic, GiftOption_Yes, product-type_Bracelets, Silver Ribbon - Retail, Wholesale Merchandise Shop: ",0.045359237,RE-B-109,,retractable-silver-bangle-bracelet-1-bracelet-retail,2.5,,2.5,1433,9.99,Title,"Default Title",,,,,"Silver Ribbon",'849228091267
207,204,"Cerebral Palsy Awareness Partial Beaded Bracelet","<p>This Cerebral Palsy awareness bracelet has pretty green and silver beads between a double thickness silver bar and a silver heart charm with a green ribbon and the words ""Cerebral Palsy Awareness"". The sterling silver plated bracelet is 7 1/2 inches with a toggle clasp and has elastic so it stretches to fit most any size wrist. </p>","Wholesale Merchandise Shop",vendor-unknown,"Massage Gun,Electric,Fascia,Self Care,Massage Gun,Electric,Fascia,Self Care,bracelet-style_Beaded, bracelet-style_Charm, bracelet-style_Stretch, Bracelets, Cerebral Palsy, clearance_No, color_Green, GiftOption_Yes, Green Ribbon - Retail, product-type_Bracelets, walma",0.0226796185,RE-B-113-13CP,,cerebral-palsy-awareness-partial-beaded-bracelet-1-bracelet-retail,4.25,,4.25,996,15.99,Title,"Default Title",,,,,"Green Ribbon",'810003044525
208,205,"Liver Cancer Awareness Partial Beaded Bracelet","<p>This Liver Cancer awareness bracelet has pretty green and silver beads between a double thickness silver bar and a silver heart charm with a green ribbon and the words ""Liver Cancer Awareness"". The sterling silver plated bracelet is 7 1/2 inches with a toggle clasp and has elastic so it stretches to fit most any size wrist. </p>","Wholesale Merchandise Shop",vendor-unknown,"Strip Light,Fairy Light,LED,Solar Powered,String Light,Strip Light,Fairy Light,LED,Solar Powered,String Light,bracelet-style_Beaded, bracelet-style_Charm, bracelet-style_Stretch, clearance_No, color_Green, GiftOption_Yes, Liver Cancer Awareness Merchandise, product-type_Bracelets, walmart, Wholesale ",0.0226796185,RE-B-113-13LC,,liver-cancer-awareness-partial-beaded-bracelet-1-bracelet-retail,4.25,,4.25,2,15.99,Title,"Default Title",,,,,"Green Ribbon",'810003044549
209,206,"Mental Health Awareness Partial Beaded Bracelet","<p>This Mental Health Awareness bracelet","Wholesale Merchandise Shop",vendor-unknown,"LED Light,Outdoor Light,Waterproof,LED Light,Outdoor Light,Waterproof,bracelet-style_Beaded, bracelet-style_Charm, bracelet-style_Stretch, Bracelets, clearance_No, color_Green, GiftOption_Yes, Green Ribbon - Retail, Mental Health, product-type_Bracelets, walmar",0.0226796185,RE-B-113-13MH,,mental-health-awareness-partial-beaded-bracelet,4.25,,4.25,999,15.99,Title,"Default Title",,,,,"Green Ribbon",'8945091234328
210,207,"Organ Donors Awareness Partial Beaded Bracelet","<p>This organ donation awareness bracelet has pretty green and silver beads between a double thickness silver bar and a silver heart charm with a green ribbon and the words ""Organ Donors Awareness"". The sterling silver plated bracelet is 7 1/2 inches with a toggle clasp and has elastic so it stretches to fit most any size wrist. </p>","Wholesale Merchandise Shop",vendor-unknown,"Hot and cold,Insulated,Water Bottle,LCD Display,Hot and cold,Insulated,Water Bottle,LCD Display,bracelet-style_Beaded, bracelet-style_Charm, bracelet-style_Stretch, Bracelets, clearance_No, color_Green, GiftOption_Yes, Green Ribbon - Retail, Organ Donation, product-type_Bracelets, walma",0.0226796185,RE-B-113-13OD,,organ-donors-awareness-partial-beaded-bracelet-1-bracelet-retail,4.25,,4.25,999,15.99,Title,"Default Title",,,,,,'810003044563
211,208,"Breast Cancer Awareness Partial Beaded Bracelet","<p>This breast cancer awareness bracelet has pretty pink and silver beads between a double thickness silver bar and a silver heart charm with a pink ribbon and the words ""Breast Cancer Awareness"". The sterling silver plated bracelet is 7 1/2 inches with a toggle clasp and has elastic so it stretches to fit most any size wrist. </p>","Wholesale Merchandise Shop",vendor-unknown,"bracelet-style_Beaded, bracelet-style_Charm, bracelet-style_Stretch, Bracelets, Breast Cancer, clearance_No, color_Pink, GiftOption_Yes, Pink Ribbon - Retail, product-type_Bracelets, walmart,",0.0226796185,RE-B-113-1BC,,breast-cancer-awareness-partial-beaded-bracelet-1-bracelet-retail,4.25,,4.25,999,15.99,Title,"Default Title",,,,,"Pink Ribbon",'810003044181
212,209,"Wait For Me At The Rainbow Bridge Partial Beaded Bracelets","<p>Our ""Wait for Me at the Rainbow Bridge"" bracelets feature beautiful silver beads between double thickness silver bars. These bracelets are adorned with heart-shaped charms, detailed with a small paw print. They're wonderful for any animal awareness fundraising event. These sterling silver-plated bracelets are 7 1/2 inches with a toggle clasp and elastic, so they stretch to fit most any size wrist.</p>","Wholesale Merchandise Shop",vendor-unknown,"Animal - Wholesale, bracelet-style_Beaded, bracelet-style_Charm, Bracelets, clearance_No, color_Silver, Generic, GiftOption_Yes, product-type_Bracelets, Wholesale Merchandise Shop, Wholesale ",0.01102229459,RE-B-113-22-P,,wait-for-me-at-the-rainbow-bridge-partial-beaded-bracelets,4.25,,4.25,499,15.99,"Package Quantity","1 Bracelet",,,,,"Gay Pride",'8945091227276
213,210,"Coronavirus (COVID-19) Awareness Partial Beaded Bracelet","This coronavirus (COVID-19) awareness bracelet has pretty silver beads between a double thickness silver bar and a <span>5/8 inch","Wholesale Merchandise Shop",vendor-unknown,"bracelet-style_Chain, bracelet-style_Charm, Bracelets, clearance_No, color_Red-Yellow, GiftOption_Yes, product-type_Bracelets, Red & Yellow Ribbon - Retail, walmart, Wholesale Merchandise Sho",0.045359237,RE-B-113-28CV,,coronavirus-covid-19-awareness-partial-beaded-bracelet-1-bracelet-retail,4.25,,4.25,500,15.99,Title,"Default Title",,,,,"Red & Yellow Ribbon",'8945091232133
214,211,"Alzheimer's Awareness Partial Beaded Bracelets","<p>These Alzheimer's disease awareness bracelets have pretty purple and silver beads between a double thickness silver bar and a silver heart charm with a purple ribbon and the words ""Alzheimer's Awareness"". These sterling silver plated bracelets are 7 1/2 inches with a toggle clasp and elastic so they stretch to fit most any size wrist. </p>","Wholesale Merchandise Shop",vendor-unknown,"Waterproof,Wireless,Earphone,Headphone,Headset,Bluetooth,Waterproof,Wireless,Earphone,Headphone,Headset,Bluetooth,Alzheimer's, Alzheimer's Awareness Ribbons, Alzheimer's Ribbon Bracelets, bracelet-style_Beaded, bracelet-style_Charm, bracelet-style_Stretch, Bracelets, clearance_No, color_Purple, GiftOptio",0.01102229459,RE-B-113-4AL,,alzheimers-awareness-partial-beaded-bracelets,4.25,,4.25,500,15.99,"Package Quantity","1 Bracelet",,,,,,'810003044198
215,212,"Cystic Fibrosis Awareness Partial Beaded Bracelets","<p>These Cystic Fibrosis awareness purple ribbon bracelets have pretty purple and silver beads between a double thickness silver bar and a silver heart charm with a purple ribbon and the words ""Cystic Fibrosis Awareness"". These sterling silver plated bracelets are 7 1/2 inches with a toggle clasp and elastic so they stretch to fit most any size wrist. </p>","Wholesale Merchandise Shop",vendor-unknown,"bracelet-style_Beaded, bracelet-style_Charm, bracelet-style_Stretch, Bracelets, clearance_No, color_Purple, Cystic Fibrosis, Cystic Fibrosis Awareness Merchandise, GiftOption_Yes, product-typ",0.01102229459,RE-B-113-4CF,,cystic-fibrosis-awareness-partial-beaded-bracelets,4.25,,4.25,500,15.99,"Package Quantity","1 Bracelet",,,,,,'810003044211
216,213,"Colitis Awareness Partial Beaded Bracelet","<p>This Colitis awareness bracelet has pretty purple and silver beads between a double thickness silver bar and a silver heart charm with a purple ribbon and the words ""Colitis Awareness"". The sterling silver plated bracelet is 7 1/2 inches with a toggle clasp and has elastic so it stretches to fit most any size wrist. </p>","Wholesale Merchandise Shop",vendor-unknown,"bracelet-style_Beaded, bracelet-style_Charm, bracelet-style_Stretch, clearance_No, color_Purple, GiftOption_Yes, product-type_Bracelets, walmart, Wholesale Merchandise Shop: Bracelets-11, Who",0.0226796185,RE-B-113-4CO,,colitis-awareness-partial-beaded-bracelet-1-bracelet-retail,4.25,,4.25,500,9.99,Title,"Default Title",,,,,"Purple Ribbon",'810003044242
217,214,"Crohn's Disease Awareness Partial Beaded Bracelets","<p>These Crohn's Disease awareness bracelets have pretty purple and silver beads between a double thickness silver bar and a silver heart charm with a purple ribbon and the words ""Crohn's Awareness"". These sterling silver plated bracelets are 7 1/2 inches with a toggle clasp and elastic so they stretch to fit most any size wrist. </p>","Wholesale Merchandise Shop",vendor-unknown,"bracelet-style_Beaded, bracelet-style_Charm, bracelet-style_Stretch, Bracelets, clearance_No, color_Purple, Crohn's Disease, Crohn's Disease Awareness Ribbons, GiftOption_Yes, product-type_Br",0.01102229459,RE-B-113-4CR,,crohns-disease-awareness-partial-beaded-bracelets,4.25,,4.25,499,15.99,"Package Quantity","1 Bracelet",,,,,"Purple Ribbon",'810003044259
218,215,"Domestic Violence Awareness Partial Beaded Bracelets","<p>These Domestic Violence awareness bracelets have pretty purple and silver beads between a double thickness silver bar and a silver heart charm with a purple ribbon and the words ""Domestic Violence Awareness"". These sterling silver plated bracelets are 7 1/2 inches with a toggle clasp and elastic so they stretch to fit most any size wrist. </p>","Wholesale Merchandise Shop",vendor-unknown,"bracelet-style_Beaded, bracelet-style_Charm, bracelet-style_Stretch, Bracelets, clearance_No, color_Purple, Domestic Violence, Domestic Violence Awareness Ribbons, Domestic Violence Ribbon Br",0.01102229459,RE-B-113-4DV,,domestic-violence-awareness-partial-beaded-bracelets,4.25,,4.25,500,15.99,"Package Quantity","1 Bracelet",,,,,,'810003044273
219,216,"Epilepsy Awareness Partial Beaded Bracelets","<p>These Epilepsy awareness bracelets have pretty purple and silver beads between a double thickness silver bar and a silver heart charm with a purple ribbon and the words ""Epilepsy Awareness"". These sterling silver plated bracelets are 7 1/2 inches with a toggle clasp and elastic so they stretch to fit most any size wrist. </p>","Wholesale Merchandise Shop",vendor-unknown,"bracelet-style_Beaded, bracelet-style_Charm, bracelet-style_Stretch, Bracelets, clearance_No, color_Purple, Epilepsy, Epilepsy Awareness Bracelets, Epilepsy Awareness Ribbons, GiftOption_Yes,",0.01102229459,RE-B-113-4EP,,epilepsy-awareness-partial-beaded-bracelets,4.25,,4.25,500,15.99,"Package Quantity","1 Bracelet",,,,,"Purple Ribbon",'810003044297
220,217,"Fibromyalgia Awareness Partial Beaded Bracelets","<p>These Fibromyalgia awareness bracelets have pretty purple and silver beads between a double thickness silver bar and a silver heart charm with a purple ribbon and the words ""Fibromyalgia Awareness"". These sterling silver plated bracelets are 7 1/2 inches with a toggle clasp and elastic so they stretch to fit most any size wrist. </p>","Wholesale Merchandise Shop",vendor-unknown,"bracelet-style_Beaded, bracelet-style_Charm, bracelet-style_Stretch, Bracelets, clearance_No, color_Purple, Fibromyalgia, GiftOption_Yes, product-type_Bracelets, Purple Ribbon - Wholesale, Wh",0.01102229459,RE-B-113-4FB,,fibromyalgia-awareness-partial-beaded-bracelets,4.25,,4.25,500,15.99,"Package Quantity","1 Bracelet",,,,,"Purple Ribbon",'810003044310
221,218,"Lupus Awareness Partial Beaded Bracelets","<p>These Lupus awareness bracelets have pretty purple and silver beads between a double thickness silver bar and a silver heart charm with a purple ribbon and the words ""Lupus Awareness"". These sterling silver plated bracelets are 7 1/2 inches with a toggle clasp and elastic so they stretch to fit most any size wrist. </p>","Wholesale Merchandise Shop",vendor-unknown,"bracelet-style_Beaded, bracelet-style_Charm, bracelet-style_Stretch, Bracelets, clearance_No, color_Purple, GiftOption_Yes, Lupus, Lupus Awareness Merchandise, product-type_Bracelets, Purple ",0.01102229459,RE-B-113-4LU,,lupus-awareness-partial-beaded-bracelets,4.25,,4.25,500,15.99,"Package Quantity","1 Bracelet",,,,,"Purple Ribbon",'810003044334
222,219,"Pancreatic Cancer Awareness Partial Beaded Bracelets","<p>These Pancreatic Cancer awareness bracelets have pretty purple and silver beads between a double thickness silver bar and a silver heart charm with a purple ribbon and the words ""Pancreatic Cancer Awareness"". These sterling silver plated bracelets are 7 1/2 inches with a toggle clasp and elastic so they stretch to fit most any size wrist. </p>","Wholesale Merchandise Shop",vendor-unknown,"bracelet-style_Beaded, bracelet-style_Charm, bracelet-style_Stretch, Bracelets, clearance_No, color_Purple, GiftOption_Yes, Pancreatic Cancer, Pancreatic Cancer Awareness Ribbons, product-typ",0.01102229459,RE-B-113-4PC,,pancreatic-cancer-awareness-partial-beaded-bracelets,4.25,,4.25,500,15.99,"Package Quantity","1 Bracelet",,,,,"Purple Ribbon",'810003044358
223,220,"Kidney Cancer Awareness Partial Beaded Bracelets","<p>These Kidney Cancer awareness bracelets have pretty orange and silver beads between a double thickness silver bar and a silver heart charm with an orange ribbon and the words ""Kidney Cancer Awareness"". These sterling silver plated bracelets are 7 1/2 inches with a toggle clasp and elastic so they stretch to fit most any size wrist. </p>","Wholesale Merchandise Shop",vendor-unknown,"bracelet-style_Beaded, bracelet-style_Charm, bracelet-style_Stretch, Bracelets, clearance_No, color_Orange, GiftOption_Yes, Kidney Cancer, Kidney Cancer Awareness Merchandise, Orange Ribbon -",0.01102229459,RE-B-113-5KC,,kidney-cancer-awareness-partial-beaded-bracelets,4.25,,4.25,499,15.99,"Package Quantity","1 Bracelet",,,,,"Orange Ribbon",'810003044419
224,221,"Leukemia Awareness Partial Beaded Bracelets","<p>These Leukemia awareness bracelets have pretty orange and silver beads between a double thickness silver bar and a silver heart charm with an orange ribbon and the words ""Leukemia Awareness"". These sterling silver plated bracelets are 7 1/2 inches with a toggle clasp and elastic so they stretch to fit most any size wrist. </p>","Wholesale Merchandise Shop",vendor-unknown,"Massager,Roller,Vibrating,Rechargeable,Massager,Roller,Vibrating,Rechargeable,bracelet-style_Beaded, bracelet-style_Charm, bracelet-style_Stretch, Bracelets, clearance_No, color_Orange, GiftOption_Yes, Leukemia, Leukemia Awareness Merchandise, Leukemia Bracelets and Wr",0.01102229459,RE-B-113-5LK,,leukemia-awareness-partial-beaded-bracelets,4.25,,4.25,0,15.99,"Package Quantity","1 Bracelet",,,,,"Orange Ribbon",'810003044396
225,222,"Multiple Sclerosis Awareness Partial Bead Bracelets","<p>These Multiple Sclerosis awareness bracelets have pretty orange and silver beads between a double thickness silver bar and a silver heart charm with an orange ribbon and the words ""Multiple Sclerosis Awareness"". These sterling silver plated bracelets are 7 1/2 inches with a toggle clasp and elastic so they stretch to fit most any size wrist. </p>","Wholesale Merchandise Shop",vendor-unknown,"Massager,Massage Gun,Pain Relief,Deep Muscle Massager,Self Care,Massager,Massage Gun,Pain Relief,Deep Muscle Massager,Self Care,bracelet-style_Beaded, bracelet-style_Charm, bracelet-style_Stretch, Bracelets, clearance_No, color_Orange, GiftOption_Yes, Multiple Sclerosis, Multiple Sclerosis Awareness Bracelets, Multipl",0.01102229459,RE-B-113-5MS,,multiple-sclerosis-awareness-partial-bead-bracelets,4.25,,4.25,500,15.99,"Package Quantity","1 Bracelet",,,,,"Orange Ribbon",'810003044372
226,223,"Brain Cancer Awareness Partial Beaded Bracelet","<p>This Brain Cancer awareness bracelet has pretty gray and silver beads between a double thickness silver bar and a silver heart charm with a gray ribbon and the words ""Brain Cancer Awareness"". The sterling silver plated bracelet is 7 1/2 inches with a toggle clasp and has elastic so it stretches to fit most any size wrist. </p>","Wholesale Merchandise Shop",vendor-unknown,"Air Purifier,Ionizer,Diffuser,Air Purifier,Ionizer,Diffuser,bracelet-style_Beaded, bracelet-style_Charm, bracelet-style_Stretch, Bracelets, Brain Cancer, clearance_No, color_Gray, GiftOption_Yes, Gray Ribbon - Retail, product-type_Bracelets, walmart,",0.0226796185,RE-B-113-7BC,,brain-cancer-awareness-partial-beaded-bracelet-1-bracelet-retail,4.25,,4.25,999,15.99,Title,"Default Title",,,,,"Gray Ribbon",'810003044600
227,224,"Child Abuse Awareness Partial Beaded Bracelet","<p>This Child Abuse awareness bracelet has pretty dark blue and silver beads between a double thickness silver bar and a silver heart charm with a dark blue ribbon and the words ""Child Abuse Awareness"". The sterling silver plated bracelet is 7 1/2 inches with a toggle clasp and has elastic so it stretches to fit most any size wrist. </p>","Wholesale Merchandise Shop",vendor-unknown,"Massager,Deep Muscle Massager,Self Care,Fascia,Massager,Deep Muscle Massager,Self Care,Fascia,bracelet-style_Beaded, bracelet-style_Charm, bracelet-style_Stretch, Bracelets, Child Abuse, Child Abuse Awareness Merchandise, Child Abuse Awareness Merchandise: Child Abuse Awareness Bracel",0.0226796185,RE-B-113-8CA,,child-abuse-awareness-partial-beaded-bracelet-1-bracelet-retail,4.25,,4.25,999,15.99,Title,"Default Title",,,,,,'810003044846
228,225,"Colon Cancer Awareness Partial Beaded Bracelet","<p>This Colon Cancer awareness bracelet has pretty dark blue and silver beads between a double thickness silver bar and a silver heart charm with a dark blue ribbon and the words ""Colon Cancer Awareness"". The sterling silver plated bracelet is 7 1/2 inches with a toggle clasp and has elastic so it stretches to fit most any size wrist. </p>","Wholesale Merchandise Shop",vendor-unknown,"bracelet-style_Beaded, bracelet-style_Charm, bracelet-style_Stretch, Bracelets, clearance_No, Colon Cancer, color_Dark Blue, Dark Blue Ribbon - Retail, GiftOption_Yes, product-type_Bracelets,",0.0226796185,RE-B-113-8CC,,colon-cancer-awareness-partial-beaded-bracelet-1-bracelet-retail,4.25,,4.25,999,15.99,Title,"Default Title",,,,,"Dark Blue Ribbon",'810003044440
229,226,"Lymphoma Awareness Partial Beaded Bracelets","<p>These Lymphoma awareness bracelets have pretty lime green and silver beads between a double thickness silver bar and a silver heart charm with a lime green ribbon and the words ""Lymphoma Awareness"". These sterling silver plated bracelets are 7 1/2 inches with a toggle clasp and elastic so they stretch to fit most any size wrist. </p>","Wholesale Merchandise Shop",vendor-unknown,"bracelet-style_Beaded, bracelet-style_Charm, bracelet-style_Stretch, Bracelets, clearance_No, color_Lime Green, GiftOption_Yes, Lime Green Ribbon - Wholesale, Lymphoma, product-type_Bracelets",0.01102229459,RE-B-113-9LY,,lymphoma-awareness-partial-beaded-bracelets,4.25,,4.25,500,15.99,"Package Quantity","1 Bracelet",,,,,"Lime Green Ribbon",'810003044471
230,227,"Muscular Dystrophy Ribbon Partial Beaded Bracelets","<p>These Muscular Dystrophy awareness bracelets have pretty lime green and silver beads between a double thickness silver bar and a silver heart charm with a lime green ribbon and the words ""Muscular Dystrophy Awareness"". These sterling silver plated bracelets are 7 1/2 inches with a toggle clasp and elastic so they stretch to fit most any size wrist. </p>","Wholesale Merchandise Shop",vendor-unknown,"bracelet-style_Beaded, bracelet-style_Charm, bracelet-style_Stretch, Bracelets, clearance_No, color_Lime Green, GiftOption_Yes, Lime Green Ribbon - Wholesale, Muscular Dystrophy, product-type",0.01102229459,RE-B-113-9MD,,muscular-dystrophy-ribbon-partial-beaded-bracelets,4.25,,4.25,500,15.99,"Package Quantity","1 Bracelet",,,,,"Lime Green Ribbon",'810003044495
231,228,"Parkinson's Awareness Partial Beaded Bracelet","<p>This Parkinson's disease awareness bracelet has pretty silver beads between a double thickness silver bar and a silver heart charm with a silver ribbon and the words ""Parkinson's Awareness"". The sterling silver plated bracelet is 7 1/2 inches with a toggle clasp and has elastic so it stretches to fit most any size wrist. </p>","Wholesale Merchandise Shop",vendor-unknown,"bracelet-style_Beaded, bracelet-style_Charm, bracelet-style_Stretch, Bracelets, clearance_No, color_Silver, GiftOption_Yes, Parkinson's, product-type_Bracelets, Silver Ribbon - Retail, walmar",0.0226796185,RE-B-113-PK,,parkinsons-awareness-partial-beaded-bracelet-1-bracelet-retail,4.25,,4.25,266,15.99,Title,"Default Title",,,,,"Gray Ribbon",'810003044655
232,229,"Puzzle Heart Autism Awareness Bangle Bracelets","<p>These sterling silver plated autism puzzle heart bangle bracelets have a spring clasp that opens the bracelet up near the heart to slip on your wrist. This autism bracelet is 7 3/4 inches. </p>","Wholesale Merchandise Shop",vendor-unknown,"Autism - Wholesale, Bracelets, clearance_No, color_Multicolored, GiftOption_Yes, product-type_Bracelets, Puzzle Piece, Wholesale Merchandise Shop, Wholesale Merchandise Shop: All Bracelets-4,",0.01102229459,RE-B-117-2,,puzzle-heart-autism-awareness-bangle-bracelets,4,,4,500,15.99,"Package Quantity","1 Bracelet",,,,,"Autism Ribbon",'849228008760
233,230,"Autism Awareness Bangle Puzzle Heart Bracelets","<p>These sterling silver plated Autism Awareness Bangle Puzzle Heart Bracelets have a spring clasp that opens the bracelet up near the heart to slip on your wrist. The colorful heart charm has vibrant puzzle pieces. This autism bracelet is 7 3/4 inches. </p>","Wholesale Merchandise Shop",vendor-unknown,"Autism - Wholesale, Bracelets, clearance_No, color_Multicolored, GiftOption_Yes, product-type_Bracelets, Puzzle Piece, Wholesale Merchandise Shop, Wholesale Merchandise Shop: All Bracelets-4,",0.01102229459,RE-B-118-2,,autism-awareness-bangle-puzzle-heart-bracelets,4,,4,500,15.99,"Package Quantity","1 Bracelet",,,,,"Autism Ribbon",'814361011175
234,231,"Elegant Puzzle Piece Autism Awareness Bangle Bracelets","<p>These autism awareness elegant puzzle piece bangle bracelets are a bangle style that have a puzzle piece where the bracelet opens and closes. To open the bracelet you simply squeeze the bracelet to unlock the clasp. Each bracelet is 8 inches. You will be amazed by the quality of these bracelets and are a perfect gift to sell for autism awareness month. Each bracelet is sterling silver plated.","Wholesale Merchandise Shop",vendor-unknown,"Autism Ribbon - Wholesale, Bracelets, clearance_No, color_Silver, Generic, GiftOption_Yes, product-type_Bracelets, Wholesale Merchandise Shop, Wholesale Merchandise Shop: All Bracelets-4, Who",0.01102229459,RE-B-12-2,,elegant-puzzle-piece-autism-awareness-bangle-bracelets,4,,4,500,15.99,"Package Quantity","1 Bracelet",,,,,"Autism Ribbon",'849228036602
235,232,"Elegant Heart Bangle Bracelets","<p>These silver heart bangle bracelets interlock with a heart. You simply squeeze the bracelet to open and close it. Each bracelet is 8 1/4 inches. Each bracelet is sterling silver plated.</p>","Wholesale Merchandise Shop",vendor-unknown,"bracelet-style_Bangle, Bracelets, clearance_No, color_Silver, Generic, GiftOption_Yes, Heart - Wholesale, product-type_Bracelets, Wholesale Merchandise Shop: Bracelets-47, Wholesale Merchandi",0.01102229459,RE-B-12-HRT,,elegant-heart-bangle-bracelets,4.25,,4.25,500,13.99,"Package Quantity","1 Bracelet",,,,,,'849228033342
236,233,"Bone Cancer Awareness White Ribbon Bracelet","<p>Did you know that the white ribbon represents bone cancer awareness? This white ribbon bracelet has white and silver beads with a heart-shaped charm. The silver heart charm that is engraved with the words ""Bone Cancer Awareness"" and a white ribbon charm. The sterling silver plated bracelet is 7 1/2 inches wide and has elastic to fit any size wrist.</p>","Wholesale Merchandise Shop",vendor-unknown,"Car Charger,Fast Charger,USB,Car Charger,Fast Charger,USB,Bone Cancer, bracelet-style_Beaded, bracelet-style_Charm, bracelet-style_Stretch, Bracelets, clearance_No, color_White, GiftOption_Yes, product-type_Bracelets, walmart, White Ribbon - Retail,",0.0226796185,RE-B-129-15BC,,bone-cancer-awareness-white-ribbon-bracelet-1-bracelet-retail,3.75,,3.75,500,15.99,Title,"Default Title",,,,,"White Ribbon",'8945091232515
237,234,"Lung Cancer Awareness Beaded Bracelet","<p>Did you know that the white ribbon represents lung cancer awareness? This white ribbon bracelet has white and silver beads with a heart-shaped charm. The silver heart charm is engraved with the words ""Lung Cancer Awareness"" and a white ribbon. The sterling silver plated bracelet is 7 1/2 inches wide and has elastic to fit any size wrist.</p>","Wholesale Merchandise Shop",vendor-unknown,"Kids Camera,Toy,Children,Rechargeable,Mini,Kids Camera,Toy,Children,Rechargeable,Mini,bracelet-style_Beaded, bracelet-style_Charm, bracelet-style_Stretch, Bracelets, clearance_No, color_White, GiftOption_Yes, Lung Cancer, product-type_Bracelets, walmart, White Ribbon - Retail,",0.0226796185,RE-B-129-15LC,,lung-cancer-awareness-beaded-bracelet-1-bracelet-retail,3.75,,3.75,498,15.99,Title,"Default Title",,,,,"White Ribbon",'8945091232539
238,235,"Suicide Awareness Heart Charm Beaded Bracelets","<p>This suicide awareness beaded bracelet features a lovely silver, teal, and purple beads along with a 3/4 inch by 3/4 inch heart-shaped charm that reads, ""Suicide Awareness."" This bracelet is 7 1/2 inches wide and has elastic, so it stretches to fit most any size wrist.</p>","Wholesale Merchandise Shop",vendor-unknown,"Bluetooth,Earphones,Headphones,Wireless,Noise Cancellation,Bluetooth,Earphones,Headphones,Wireless,Noise Cancellation,bracelet-style_Beaded, bracelet-style_Charm, Bracelets, clearance_No, color_Teal-Purple, GiftOption_Yes, product-type_Bracelets, Suicide Awareness, Teal & Purple Ribbon - Wholesale, Wholesale ",0.0226796185,RE-B-129-32SA,,pack-of-12-suicide-awareness-heart-charm-beaded-bracelets-12-bracelets,3.75,,3.75,999,15.99,Title,"Default Title",,,,,,'8945091232393
239,236,"Sexual Assault Awareness Heart Charm Beaded Bracelets","<p>This sexual assault awareness beaded bracelet features a lovely silver, teal, and purple beads along with a 3/4 inch by 3/4 inch heart-shaped charm that reads, ""Sexual Assault Awareness."" This bracelet is 7 1/2 inches wide and has elastic, so it stretches to fit most any size wrist.</p>","Wholesale Merchandise Shop",vendor-unknown,"bracelet-style_Beaded, bracelet-style_Charm, Bracelets, clearance_No, color_Teal-Purple, GiftOption_Yes, product-type_Bracelets, Sexual Assault, Teal & Purple Ribbon - Wholesale, Wholesale Me",0.0226796185,RE-B-129-32SE,,pack-of-12-sexual-assault-awareness-heart-charm-beaded-bracelets-12-bracelets,3.75,,3.75,999,15.99,Title,"Default Title",,,,,,'8945091232416
